"naam"	"naam_clean"
"Penicillium onobense"	"Penicillium onobense"
"Penicillium oxalicum"	"Penicillium oxalicum"
"Penicillium pimiteouiense"	"Penicillium pimiteouiense"
"Penicillium roqueforti"	"Penicillium roqueforti"
"Penicillium singorense"	"Penicillium singorense"
"Penicillium sp"	"Penicillium sp"
"Penicillium sp[2]"	"Penicillium sp"
"Penicillium sp[6]"	"Penicillium sp"
"Penicillium species"	"Penicillium sp"
"Penicillium turbatum"	"Penicillium turbatum"
"Penicillium verrucosum"	"Penicillium verrucosum"
"Peptococcus niger"	"Peptococcus niger"
"Peptoniphilaceae 18_559696_9"	"Peptoniphilaceae"
"Peptoniphilus asaccharolyticus"	"Peptoniphilus asaccharolyticus"
"Peptoniphilus coxii"	"Peptoniphilus coxii"
"Peptoniphilus duerdenii"	"Peptoniphilus duerdenii"
"Peptoniphilus gorbachii"	"Peptoniphilus gorbachii"
"Peptoniphilus grossensis"	"Peptoniphilus grossensis"
"Peptoniphilus harei"	"Peptoniphilus harei"
"Peptoniphilus indolicus"	"Peptoniphilus indolicus"
"Peptoniphilus ivorii"	"Peptoniphilus ivorii"
"Peptoniphilus koenoeneniae"	"Peptoniphilus koenoeneniae"
"Peptoniphilus lacrimalis"	"Peptoniphilus lacrimalis"
"Peptoniphilus olsenii"	"Peptoniphilus olsenii"
"Peptoniphilus pacaensis"	"Peptoniphilus pacaensis"
"Peptoniphilus rhinitidis"	"Peptoniphilus rhinitidis"
"Peptoniphilus senegalensis"	"Peptoniphilus senegalensis"
"Peptoniphilus sp"	"Peptoniphilus sp"
"Peptoniphilus timonensis"	"Peptoniphilus timonensis"
"Peptoniphilus tyrrelliae"	"Peptoniphilus tyrrelliae"
"Peptostreptococcus anaerobius"	"Peptostreptococcus anaerobius"
"Peptostreptococcus canis"	"Peptostreptococcus canis"
"Peptostreptococcus russellii"	"Peptostreptococcus russellii"
"Peptostreptococcus sp"	"Peptostreptococcus sp"
"Peptostreptococcus stomatis"	"Peptostreptococcus stomatis"
"Periconia species"	"Periconia species"
"Petriella musispora"	"Petriella musispora"
"Petriella setifera"	"Petriella setifera"
"Phaeoacremonium aleophilum"	"Phaeoacremonium aleophilum"
"Phaeoacremonium cinereum"	"Phaeoacremonium cinereum"
"Phaeoacremonium parasiticum"	"Phaeoacremonium parasiticum"
"Phanerochaete sordida"	"Phanerochaete sordida"
"Phellinus gilvus"	"Phellinus gilvus"
"Phenylobacterium koreense"	"Phenylobacterium koreense"
"Phenylobacterium spp_Nov_MS_Type"	"Phenylobacterium sp"
"Phialemoniopsis curvata"	"Phialemoniopsis curvata"
"Phialophora species"	"Phialophora species"
"Phialophora verrucosa"	"Phialophora verrucosa"
"Phoma exigua"	"Phoma exigua"
"Phoma glomerata"	"Phoma glomerata"
"Phoma herbarum"	"Phoma herbarum"
"Phoma species"	"Phoma species"
"Photobacterium damselae"	"Photobacterium damselae"
"Photobacterium iliopiscarium"	"Photobacterium iliopiscarium"
"Photorhabdus asymbiotica"	"Photorhabdus asymbiotica"
"Photorhabdus luminescens"	"Photorhabdus luminescens"
"Photorhabdus temperata"	"Photorhabdus temperata"
"Pichia cactophila"	"Pichia cactophila"
"Pichia kluyveri"	"Pichia kluyveri"
"Pichia manshurica"	"Pichia manshurica"
"Pichia methylivora"	"Pichia methylivora"
"Pichia nakasei"	"Pichia nakasei"
"Pichia norvegensis"	"Pichia norvegensis"
"Pichia occidentalis"	"Pichia occidentalis"
"Pichia pseudocactophila"	"Pichia pseudocactophila"
"Pigmentiphaga daeguensis"	"Pigmentiphaga daeguensis"
"Pisciglobus halotolerans"	"Pisciglobus halotolerans"
"Pithomyces chartarum"	"Pithomyces chartarum"
"Pithomyces species"	"Pithomyces species"
"Planomicrobium okeanokoites"	"Planomicrobium okeanokoites"
"Plectosphaerella cucumerina"	"Plectosphaerella cucumerina"
"Plesiomonas shigelloides"	"Plesiomonas shigelloides"
"Pluralibacter gergoviae"	"Pluralibacter gergoviae"
"Pluralibacter pyrinus"	"Pluralibacter pyrinus"
"Porphyromonas asaccharolytica"	"Porphyromonas asaccharolytica"
"Porphyromonas bennonis"	"Porphyromonas bennonis"
"Porphyromonas catoniae"	"Porphyromonas catoniae"
"Porphyromonas endodontalis"	"Porphyromonas endodontalis"
"Porphyromonas gingivalis"	"Porphyromonas gingivalis"
"Porphyromonas gulae"	"Porphyromonas gulae"
"Porphyromonas levii"	"Porphyromonas levii"
"Porphyromonas macacae"	"Porphyromonas macacae"
"Porphyromonas pogonae"	"Porphyromonas pogonae"
"Porphyromonas somerae"	"Porphyromonas somerae"
"Porphyromonas sp"	"Porphyromonas sp"
"Porphyromonas sp."	"Porphyromonas sp."
"Porphyromonas species"	"Porphyromonas species"
"Porphyromonas uenonis"	"Porphyromonas uenonis"
"Pragia fontium"	"Pragia fontium"
"Prevotella amnii"	"Prevotella amnii"
"Prevotella baroniae"	"Prevotella baroniae"
"Prevotella bergensis"	"Prevotella bergensis"
"Prevotella bivia"	"Prevotella bivia"
"Prevotella buccae"	"Prevotella buccae"
"Prevotella buccalis"	"Prevotella buccalis"
"Prevotella copri"	"Prevotella copri"
"Prevotella corporis"	"Prevotella corporis"
"Prevotella dentalis"	"Prevotella dentalis"
"Prevotella denticola"	"Prevotella denticola"
"Prevotella disiens"	"Prevotella disiens"
"Prevotella heparinolytica"	"Prevotella heparinolytica"
"Prevotella histicola"	"Prevotella histicola"
"Prevotella intermedia"	"Prevotella intermedia"
"Prevotella jejuni"	"Prevotella jejuni"
"Prevotella loescheii"	"Prevotella loescheii"
"Prevotella maculosa"	"Prevotella maculosa"
"Prevotella marshii"	"Prevotella marshii"
"Prevotella melaninogenica"	"Prevotella melaninogenica"
"Prevotella micans"	"Prevotella micans"
"Prevotella multisaccharivorax"	"Prevotella multisaccharivorax"
"Prevotella nanceiensis"	"Prevotella nanceiensis"
"Prevotella nigrescens"	"Prevotella nigrescens"
"Prevotella oralis"	"Prevotella oralis"
"Prevotella oris"	"Prevotella oris"
"Prevotella oulorum"	"Prevotella oulorum"
"Prevotella pallens"	"Prevotella pallens"
"Prevotella salivae"	"Prevotella salivae"
"Prevotella shahii"	"Prevotella shahii"
"Prevotella sp"	"Prevotella sp"
"Prevotella spp"	"Prevotella sp"
"Prevotella stercorea"	"Prevotella stercorea"
"Prevotella timonensis"	"Prevotella timonensis"
"Prevotella veroralis"	"Prevotella veroralis"
"Priceomyces carsonii"	"Priceomyces carsonii"
"Propionibacterium acidifaciens"	"Propionibacterium acidifaciens"
"Propionibacterium acnes"	"Propionibacterium acnes"
"Propionibacterium australiense"	"Propionibacterium australiense"
"Propionibacterium cyclohexanicum"	"Propionibacterium cyclohexanicum"
"Propionibacterium freudenreichii"	"Propionibacterium freudenreichii"
"Propionibacterium propionicum"	"Propionibacterium propionicum"
"Propionibacterium sp"	"Propionibacterium sp"
"Propionibacterium sp[2]"	"Propionibacterium sp"
"Propioniferax innocua"	"Propioniferax innocua"
"Propionimicrobium lymphophilum"	"Propionimicrobium lymphophilum"
"Proteus hauseri"	"Proteus hauseri"
"Proteus mirabilis"	"Proteus mirabilis"
"Proteus penneri"	"Proteus penneri"
"Proteus vulgaris"	"Proteus vulgaris"
"Prototheca wickerhamii"	"Prototheca wickerhamii"
"Providencia alcalifaciens"	"Providencia alcalifaciens"
"Providencia heimbachae"	"Providencia heimbachae"
"Providencia rettgeri"	"Providencia rettgeri"
"Providencia rustigianii"	"Providencia rustigianii"
"Providencia stuartii"	"Providencia stuartii"
"Providencia vermicola"	"Providencia vermicola"
"Pseudacidovorax intermedius"	"Pseudacidovorax intermedius"
"Pseudallescheria africana"	"Pseudallescheria africana"
"Pseudallescheria angusta"	"Pseudallescheria angusta"
"Pseudallescheria boydii"	"Pseudallescheria boydii"
"Pseudallescheria desertorum"	"Pseudallescheria desertorum"
"Pseudallescheria ellipsoidea"	"Pseudallescheria ellipsoidea"
"Pseudallescheria fusoidea"	"Pseudallescheria fusoidea"
"Pseudarthrobacter chlorophenolicus"	"Pseudarthrobacter chlorophenolicus"
"Pseudarthrobacter oxydans"	"Pseudarthrobacter oxydans"
"Pseudarthrobacter polychromogenes"	"Pseudarthrobacter polychromogenes"
"Pseudarthrobacter scleromae"	"Pseudarthrobacter scleromae"
"Pseudarthrobacter sulfonivorans"	"Pseudarthrobacter sulfonivorans"
"Pseudescherichia vulneris"	"Pseudescherichia vulneris"
"Pseudochrobactrum asaccharolyticum"	"Pseudochrobactrum asaccharolyticum"
"Pseudoclavibacter alba"	"Pseudoclavibacter alba"
"Pseudoclavibacter faecalis"	"Pseudoclavibacter faecalis"
"Pseudoclavibacter helvolus"	"Pseudoclavibacter helvolus"
"Pseudoclavibacter sp"	"Pseudoclavibacter sp"
"Pseudoduganella danionis"	"Pseudoduganella danionis"
"Pseudoglutamicibacter albus"	"Pseudoglutamicibacter albus"
"Pseudoglutamicibacter cumminsii"	"Pseudoglutamicibacter cumminsii"
"Pseudogymnoascus pannorum"	"Pseudogymnoascus pannorum"
"Pseudolabrys taiwanensis"	"Pseudolabrys taiwanensis"
"Pseudomonas abietaniphila"	"Pseudomonas abietaniphila"
"Pseudomonas aeruginosa"	"Pseudomonas aeruginosa"
"Pseudomonas agarici"	"Pseudomonas agarici"
"Pseudomonas alcaligenes"	"Pseudomonas alcaligenes"
"Pseudomonas alcaliphila"	"Pseudomonas alcaliphila"
"Pseudomonas anguilliseptica"	"Pseudomonas anguilliseptica"
"Pseudomonas antarctica"	"Pseudomonas antarctica"
"Pseudomonas asplenii"	"Pseudomonas asplenii"
"Pseudomonas avellanae"	"Pseudomonas avellanae"
"Pseudomonas azotifigens"	"Pseudomonas azotifigens"
"Pseudomonas azotoformans"	"Pseudomonas azotoformans"
"Pseudomonas balearica"	"Pseudomonas balearica"
"Pseudomonas boreopolis"	"Pseudomonas boreopolis"
"Pseudomonas brassicacearum"	"Pseudomonas brassicacearum"
"Pseudomonas brenneri"	"Pseudomonas brenneri"
"Pseudomonas caricapapayae"	"Pseudomonas caricapapayae"
"Pseudomonas cedrina"	"Pseudomonas cedrina"
"Pseudomonas chlororaphis"	"Pseudomonas chlororaphis"
"Pseudomonas cichorii"	"Pseudomonas cichorii"
"Pseudomonas citronellolis"	"Pseudomonas citronellolis"
"Pseudomonas composti"	"Pseudomonas composti"
"Pseudomonas congelans"	"Pseudomonas congelans"
"Pseudomonas corrugata"	"Pseudomonas corrugata"
"Pseudomonas extremorientalis"	"Pseudomonas extremorientalis"
"Pseudomonas flavescens"	"Pseudomonas flavescens"
"Pseudomonas fluorescens"	"Pseudomonas fluorescens"
"Pseudomonas fluorescens_Group"	"Pseudomonas fluorescens_Group"
"Pseudomonas fragi"	"Pseudomonas fragi"
"Pseudomonas frederiksbergensis"	"Pseudomonas frederiksbergensis"
"Pseudomonas fulva"	"Pseudomonas fulva"
"Pseudomonas fuscovaginae"	"Pseudomonas fuscovaginae"
"Pseudomonas gessardii"	"Pseudomonas gessardii"
"Pseudomonas graminis"	"Pseudomonas graminis"
"Pseudomonas grimontii"	"Pseudomonas grimontii"
"Pseudomonas guariconensis"	"Pseudomonas guariconensis"
"Pseudomonas indica"	"Pseudomonas indica"
"Pseudomonas japonica"	"Pseudomonas japonica"
"Pseudomonas jessenii"	"Pseudomonas jessenii"
"Pseudomonas jinjuensis"	"Pseudomonas jinjuensis"
"Pseudomonas kilonensis"	"Pseudomonas kilonensis"
"Pseudomonas koreensis"	"Pseudomonas koreensis"
"Pseudomonas kuykendallii"	"Pseudomonas kuykendallii"
"Pseudomonas libanensis"	"Pseudomonas libanensis"
"Pseudomonas lundensis"	"Pseudomonas lundensis"
"Pseudomonas lutea"	"Pseudomonas lutea"
"Pseudomonas luteola"	"Pseudomonas luteola"
"Pseudomonas mandelii"	"Pseudomonas mandelii"
"Pseudomonas marginalis"	"Pseudomonas marginalis"
"Pseudomonas mendocina"	"Pseudomonas mendocina"
"Pseudomonas migulae"	"Pseudomonas migulae"
"Pseudomonas monteilii"	"Pseudomonas monteilii"
"Pseudomonas mosselii"	"Pseudomonas mosselii"
"Pseudomonas mucidolens"	"Pseudomonas mucidolens"
"Pseudomonas nitroreducens"	"Pseudomonas nitroreducens"
"Pseudomonas oleovorans"	"Pseudomonas oleovorans"
"Pseudomonas orientalis"	"Pseudomonas orientalis"
"Pseudomonas oryzihabitans"	"Pseudomonas oryzihabitans"
"Pseudomonas otitidis"	"Pseudomonas otitidis"
"Pseudomonas panipatensis"	"Pseudomonas panipatensis"
"Pseudomonas pertucinogena"	"Pseudomonas pertucinogena"
"Pseudomonas plecoglossicida"	"Pseudomonas plecoglossicida"
"Pseudomonas poae"	"Pseudomonas poae"
"Pseudomonas pohangensis"	"Pseudomonas pohangensis"
"Pseudomonas protegens"	"Pseudomonas protegens"
"Pseudomonas proteolytica"	"Pseudomonas proteolytica"
"Pseudomonas putida"	"Pseudomonas putida"
"Pseudomonas putida_Group"	"Pseudomonas putida_Group"
"Pseudomonas resinovorans"	"Pseudomonas resinovorans"
"Pseudomonas rhizosphaerae"	"Pseudomonas rhizosphaerae"
"Pseudomonas rhodesiae"	"Pseudomonas rhodesiae"
"Pseudomonas rhodesiae_17-517770_UMCU"	"Pseudomonas rhodesiae"
"Pseudomonas savastanoi"	"Pseudomonas savastanoi"
"Pseudomonas segetis"	"Pseudomonas segetis"
"Pseudomonas sp"	"Pseudomonas sp"
"Pseudomonas sp[2]"	"Pseudomonas sp[2]"
"Pseudomonas species"	"Pseudomonas species"
"Pseudomonas spp"	"Pseudomonas sp"
"Pseudomonas spp."	"Pseudomonas sp"
"Pseudomonas spp._16-592611.1_UMCU"	"Pseudomonas sp"
"Pseudomonas spp._16-592611.2_UMCU"	"Pseudomonas sp"
"Pseudomonas straminea"	"Pseudomonas straminea"
"Pseudomonas stutzeri"	"Pseudomonas stutzeri"
"Pseudomonas synxantha"	"Pseudomonas synxantha"
"Pseudomonas syringae"	"Pseudomonas syringae"
"Pseudomonas taetrolens"	"Pseudomonas taetrolens"
"Pseudomonas taiwanensis"	"Pseudomonas taiwanensis"
"Pseudomonas thermotolerans"	"Pseudomonas thermotolerans"
"Pseudomonas thivervalensis"	"Pseudomonas thivervalensis"
"Pseudomonas tolaasii"	"Pseudomonas tolaasii"
"Pseudomonas trivialis"	"Pseudomonas trivialis"
"Pseudomonas umsongensis"	"Pseudomonas umsongensis"
"Pseudomonas vancouverensis"	"Pseudomonas vancouverensis"
"Pseudomonas veronii"	"Pseudomonas veronii"
"Pseudomonas viridiflava"	"Pseudomonas viridiflava"
"Pseudomonas xanthomarina"	"Pseudomonas xanthomarina"
"Pseudonocardia hydrocarbonoxydans"	"Pseudonocardia hydrocarbonoxydans"
"Pseudopropionibacterium propionicum"	"Pseudopropionibacterium propionicum"
"Pseudoxanthomonas indica"	"Pseudoxanthomonas indica"
"Pseudoxanthomonas kaohsiungensis"	"Pseudoxanthomonas kaohsiungensis"
"Pseudoxanthomonas mexicana"	"Pseudoxanthomonas mexicana"
"Pseudoxanthomonas sp"	"Pseudoxanthomonas sp"
"Pseudoxanthomonas spadix"	"Pseudoxanthomonas spadix"
"Pseudozyma aphidis"	"Pseudozyma aphidis"
"Psychrobacillus insolitus"	"Psychrobacillus insolitus"
"Psychrobacillus psychrodurans"	"Psychrobacillus psychrodurans"
"Psychrobacillus psychrotolerans"	"Psychrobacillus psychrotolerans"
"Psychrobacillus sp."	"Psychrobacillus sp"
"Psychrobacillus spp"	"Psychrobacillus sp"
"Psychrobacter aestuarii"	"Psychrobacter aestuarii"
"Psychrobacter alimentarius"	"Psychrobacter alimentarius"
"Psychrobacter arcticus"	"Psychrobacter arcticus"
"Psychrobacter arenosus"	"Psychrobacter arenosus"
"Psychrobacter celer"	"Psychrobacter celer"
"Psychrobacter ciconiae"	"Psychrobacter ciconiae"
"Psychrobacter fulvigenes"	"Psychrobacter fulvigenes"
"Psychrobacter immobilis"	"Psychrobacter immobilis"
"Psychrobacter jeotgali"	"Psychrobacter jeotgali"
"Psychrobacter lutiphocae"	"Psychrobacter lutiphocae"
"Psychrobacter namhaensis"	"Psychrobacter namhaensis"
"Psychrobacter pasteurii"	"Psychrobacter pasteurii"
"Psychrobacter phenylpyruvicus"	"Psychrobacter phenylpyruvicus"
"Psychrobacter piechaudii"	"Psychrobacter piechaudii"
"Psychrobacter sanguinis"	"Psychrobacter sanguinis"
"Psychrobacter sp"	"Psychrobacter sp"
"Psychrobacter sp."	"Psychrobacter sp."
"Psychrobacter sp[2]"	"Psychrobacter sp"
"Psychromonas aquatilis"	"Psychromonas aquatilis"
"Pullulanibacillus naganoensis"	"Pullulanibacillus naganoensis"
"Purpureocillium lilacinum"	"Purpureocillium lilacinum"
"Pyrenochaeta romeroi"	"Pyrenochaeta romeroi"
"Rahnella aquatilis"	"Rahnella aquatilis"
"Rahnella inusitata"	"Rahnella inusitata"
"Rahnella sp."	"Rahnella sp."
"Ralstonia insidiosa"	"Ralstonia insidiosa"
"Ralstonia mannitolilytica"	"Ralstonia mannitolilytica"
"Ralstonia pickettii"	"Ralstonia pickettii"
"Ralstonia sp"	"Ralstonia sp"
"Ralstonia syzygii"	"Ralstonia syzygii"
"Ramichloridium apiculatum"	"Ramichloridium apiculatum"
"Raoultella ornithinolytica"	"Raoultella ornithinolytica"
"Raoultella planticola"	"Raoultella planticola"
"Raoultella terrigena"	"Raoultella terrigena"
"Rasamsonia argillacea"	"Rasamsonia argillacea"
"Rathayibacter rathayi"	"Rathayibacter rathayi"
"Reyranella massiliensis"	"Reyranella massiliensis"
"Rheinheimera soli"	"Rheinheimera soli"
"Rhizobium larrymoorei"	"Rhizobium larrymoorei"
"Rhizobium radiobacter"	"Rhizobium radiobacter"
"Rhizobium rubi"	"Rhizobium rubi"
"Rhizobium species"	"Rhizobium species"
"Rhizobium tropici"	"Rhizobium tropici"
"Rhizomucor pusillus"	"Rhizomucor pusillus"
"Rhizomucor species"	"Rhizomucor species"
"Rhizopus microsporus"	"Rhizopus microsporus"
"Rhizopus oryzae"	"Rhizopus oryzae"
"Rhizopus sexualis"	"Rhizopus sexualis"
"Rhizopus species"	"Rhizopus species"
"Rhizopus stolonifer"	"Rhizopus stolonifer"
"Rhodobacter aestuarii"	"Rhodobacter aestuarii"
"Rhodobacter veldkampii"	"Rhodobacter veldkampii"
"Rhodococcus aetherivorans"	"Rhodococcus aetherivorans"
"Rhodococcus baikonurensis"	"Rhodococcus baikonurensis"
"Rhodococcus coprophilus"	"Rhodococcus coprophilus"
"Rhodococcus corynebacterioides"	"Rhodococcus corynebacterioides"
"Rhodococcus erythropolis"	"Rhodococcus erythropolis"
"Rhodococcus fascians"	"Rhodococcus fascians"
"Rhodococcus globerulus"	"Rhodococcus globerulus"
"Rhodococcus gordoniae"	"Rhodococcus gordoniae"
"Rhodococcus hoagii"	"Rhodococcus hoagii"
"Rhodococcus imtechensis"	"Rhodococcus imtechensis"
"Rhodococcus jostii"	"Rhodococcus jostii"
"Rhodococcus koreensis"	"Rhodococcus koreensis"
"Rhodococcus kroppenstedtii"	"Rhodococcus kroppenstedtii"
"Rhodococcus kunmingensis"	"Rhodococcus kunmingensis"
"Rhodococcus maanshanensis"	"Rhodococcus maanshanensis"
"Rhodococcus marinonascens"	"Rhodococcus marinonascens"
"Rhodococcus opacus"	"Rhodococcus opacus"
"Rhodococcus percolatus"	"Rhodococcus percolatus"
"Rhodococcus phenolicus"	"Rhodococcus phenolicus"
"Rhodococcus pyridinivorans"	"Rhodococcus pyridinivorans"
"Rhodococcus rhodnii"	"Rhodococcus rhodnii"
"Rhodococcus rhodochrous"	"Rhodococcus rhodochrous"
"Rhodococcus ruber"	"Rhodococcus ruber"
"Rhodococcus triatomae"	"Rhodococcus triatomae"
"Rhodococcus wratislaviensis"	"Rhodococcus wratislaviensis"
"Rhodococcus yunnanensis"	"Rhodococcus yunnanensis"
"Rhodococcus zopfii"	"Rhodococcus zopfii"
"Rhodosporidium sp"	"Rhodosporidium sp"
"Rhodosporidium toruloides"	"Rhodosporidium toruloides"
"Rhodotorula acheniorum"	"Rhodotorula acheniorum"
"Rhodotorula bacarum"	"Rhodotorula bacarum"
"Rhodotorula bogoriensis"	"Rhodotorula bogoriensis"
"Rhodotorula glutinis"	"Rhodotorula glutinis"
"Rhodotorula minuta"	"Rhodotorula minuta"
"Rhodotorula mucilaginosa"	"Rhodotorula mucilaginosa"
"Rhodotorula pustula"	"Rhodotorula pustula"
"Riemerella anatipestifer"	"Riemerella anatipestifer"
"Riemerella columbina"	"Riemerella columbina"
"Robbsia andropogonis"	"Robbsia andropogonis"
"Robinsoniella peoriensis"	"Robinsoniella peoriensis"
"Rodentibacter heylii"	"Rodentibacter heylii"
"Rodentibacter pneumotropicus"	"Rodentibacter pneumotropicus"
"Roseateles aquatilis"	"Roseateles aquatilis"
"Roseomonas aestuarii"	"Roseomonas aestuarii"
"Roseomonas mucosa"	"Roseomonas mucosa"
"Roseomonas sp"	"Roseomonas sp"
"Roseomonas spp."	"Roseomonas species"
"Rothia aeria"	"Rothia aeria"
"Rothia aerolata"	"Rothia aerolata"
"Rothia amarae"	"Rothia amarae"
"Rothia dentocariosa"	"Rothia dentocariosa"
"Rothia endophytica"	"Rothia endophytica"
"Rothia mucilaginosa"	"Rothia mucilaginosa"
"Rothia nasimurium"	"Rothia nasimurium"
"Rothia terrae"	"Rothia terrae"
"Rouxiella badensis"	"Rouxiella badensis"
"Rouxiella chamberiensis"	"Rouxiella chamberiensis"
"Rubrivivax gelatinosus"	"Rubrivivax gelatinosus"
"Ruminococcus gnavus"	"Ruminococcus gnavus"
"Rummeliibacillus pycnus"	"Rummeliibacillus pycnus"
"Rummeliibacillus suwonensis"	"Rummeliibacillus suwonensis"
"Saccharibacillus endophyticus"	"Saccharibacillus endophyticus"
"Saccharomyces cerevisiae"	"Saccharomyces cerevisiae"
"Saccharomyces paradoxus"	"Saccharomyces paradoxus"
"Saccharomycodes ludwigii"	"Saccharomycodes ludwigii"
"Saccharopolyspora erythraea"	"Saccharopolyspora erythraea"
"Saccharopolyspora hirsuta"	"Saccharopolyspora hirsuta"
"Saccharothrix mutabilis"	"Saccharothrix mutabilis"
"Salimicrobium halophilum"	"Salimicrobium halophilum"
"Salinivibrio costicola"	"Salinivibrio costicola"
"Salmonella paratyphi"	"Salmonella paratyphi"
"Salmonella sp"	"Salmonella species"
"Salmonella typhi"	"Salmonella typhi"
"Samsonia erythrinae"	"Samsonia erythrinae"
"Saprochaete clavata"	"Saprochaete clavata"
"Saprochaete suaveolens"	"Saprochaete suaveolens"
"Sarocladium kiliense"	"Sarocladium kiliense"
"Sarocladium strictum"	"Sarocladium strictum"
"Scedosporium apiospermum"	"Scedosporium apiospermum"
"Scedosporium aurantiacum"	"Scedosporium aurantiacum"
"Scedosporium dehoogii"	"Scedosporium dehoogii"
"Scedosporium prolificans"	"Scedosporium prolificans"
"Scedosporium species"	"Scedosporium species"
"Schizophyllum commune"	"Schizophyllum commune"
"Schizosaccharomyces pombe"	"Schizosaccharomyces pombe"
"Scopulariopsis brevicaulis"	"Scopulariopsis brevicaulis"
"Scopulariopsis chartarum"	"Scopulariopsis chartarum"
"Scytalidium lignicola"	"Scytalidium lignicola"
"Scytalidium sp"	"Scytalidium species"
"Scytalidium species"	"Scytalidium species"
"Segniliparus rotundus"	"Segniliparus rotundus"
"Segniliparus rugosus"	"Segniliparus rugosus"
"Selenomonas artemidis"	"Selenomonas artemidis"
"Selenomonas flueggei"	"Selenomonas flueggei"
"Selenomonas infelix"	"Selenomonas infelix"
"Selenomonas lacticifex"	"Selenomonas lacticifex"
"Selenomonas noxia"	"Selenomonas noxia"
"Selenomonas sp_[close_sputigena]"	"Selenomonas species"
"Selenomonas sputigena"	"Selenomonas sputigena"
"Serratia entomophila"	"Serratia entomophila"
"Serratia ficaria"	"Serratia ficaria"
"Serratia fonticola"	"Serratia fonticola"
"Serratia grimesii"	"Serratia grimesii"
"Serratia liquefaciens"	"Serratia liquefaciens"
"Serratia marcescens"	"Serratia marcescens"
"Serratia odorifera"	"Serratia odorifera"
"Serratia plymuthica"	"Serratia plymuthica"
"Serratia proteamaculans"	"Serratia proteamaculans"
"Serratia quinivorans"	"Serratia quinivorans"
"Serratia rubidaea"	"Serratia rubidaea"
"Serratia ureilytica"	"Serratia ureilytica"
"Shewanella algae"	"Shewanella algae"
"Shewanella baltica"	"Shewanella baltica"
"Shewanella fidelis"	"Shewanella fidelis"
"Shewanella frigidimarina"	"Shewanella frigidimarina"
"Shewanella profunda"	"Shewanella profunda"
"Shewanella putrefaciens"	"Shewanella putrefaciens"
"Shigella dysenteriae"	"Shigella dysenteriae"
"Shimwellia blattae"	"Shimwellia blattae"
"Siccibacter colletis"	"Siccibacter colletis"
"Siccibacter turicensis"	"Siccibacter turicensis"
"Sinomonas atrocyanea"	"Sinomonas atrocyanea"
"Slackia exigua"	"Slackia exigua"
"Slackia heliotrinireducens"	"Slackia heliotrinireducens"
"Sodalis glossinidius"	"Sodalis glossinidius"
"Solibacillus silvestris"	"Solibacillus silvestris"
"Solobacterium moorei"	"Solobacterium moorei"
"Sordariomycetes species"	"Sordariomycetes species"
"SP3"	"SP3"
"Sphingobacterium daejeonense"	"Sphingobacterium daejeonense"
"Sphingobacterium faecium"	"Sphingobacterium faecium"
"Sphingobacterium hotanense"	"Sphingobacterium hotanense"
"Sphingobacterium mizutaii"	"Sphingobacterium mizutaii"
"Sphingobacterium multivorum"	"Sphingobacterium multivorum"
"Sphingobacterium spiritivorum"	"Sphingobacterium spiritivorum"
"Sphingobacterium thalpophilum"	"Sphingobacterium thalpophilum"
"Sphingobacterium zeae"	"Sphingobacterium zeae"
"Sphingobium amiense"	"Sphingobium amiense"
"Sphingobium aromaticiconvertens"	"Sphingobium aromaticiconvertens"
"Sphingobium chlorophenolicum"	"Sphingobium chlorophenolicum"
"Sphingobium cloacae"	"Sphingobium cloacae"
"Sphingobium fuliginis"	"Sphingobium fuliginis"
"Sphingobium herbicidovorans"	"Sphingobium herbicidovorans"
"Sphingobium indicum"	"Sphingobium indicum"
"Sphingobium japonicum"	"Sphingobium japonicum"
"Sphingobium olei"	"Sphingobium olei"
"Sphingobium scionense"	"Sphingobium scionense"
"Sphingobium spp_Nov_MS_type"	"Sphingobium species"
"Sphingobium xenophagum"	"Sphingobium xenophagum"
"Sphingobium yanoikuyae"	"Sphingobium yanoikuyae"
"Sphingomonas abaci"	"Sphingomonas abaci"
"Sphingomonas adhaesiva"	"Sphingomonas adhaesiva"
"Sphingomonas aerolata"	"Sphingomonas aerolata"
"Sphingomonas aquatilis"	"Sphingomonas aquatilis"
"Sphingomonas asaccharolytica"	"Sphingomonas asaccharolytica"
"Sphingomonas aurantiaca"	"Sphingomonas aurantiaca"
"Sphingomonas azotifigens"	"Sphingomonas azotifigens"
"Sphingomonas desiccabilis"	"Sphingomonas desiccabilis"
"Sphingomonas dokdonensis"	"Sphingomonas dokdonensis"
"Sphingomonas echinoides"	"Sphingomonas echinoides"
"Sphingomonas faeni"	"Sphingomonas faeni"
"Sphingomonas haloaromaticamans"	"Sphingomonas haloaromaticamans"
"Sphingomonas koreensis"	"Sphingomonas koreensis"
"Sphingomonas leidyi"	"Sphingomonas leidyi"
"Sphingomonas mali"	"Sphingomonas mali"
"Sphingomonas melonis"	"Sphingomonas melonis"
"Sphingomonas molluscorum"	"Sphingomonas molluscorum"
"Sphingomonas mucosissima"	"Sphingomonas mucosissima"
"Sphingomonas oligophenolica"	"Sphingomonas oligophenolica"
"Sphingomonas panni"	"Sphingomonas panni"
"Sphingomonas parapaucimobilis"	"Sphingomonas parapaucimobilis"
"Sphingomonas paucimobilis"	"Sphingomonas paucimobilis"
"Sphingomonas phyllosphaerae"	"Sphingomonas phyllosphaerae"
